date,value
540900,1.524
541200,1.524
541500,1.5034
541800,1.457
542100,1.457
542400,1.41108
542700,1.366
543000,1.366
543300,1.34376
543600,1.322
543900,1.322
544200,1.28936
544500,1.257
544800,1.257
545100,1.21973
545400,1.204
545700,1.204
546000,1.18742
546300,1.149
546600,1.149
546900,1.14058
547200,1.121
547500,1.121
547800,1.10715
548100,1.075
548400,1.075
548700,1.0596
549000,1.0451
549300,1.0442
549600,1.03181
549900,1.0252
550200,1.0246
550500,1.02819
550800,1.02881
551100,1.02877
551400,1.01895
551700,1.0138
552000,1.0149
552300,1.01391
552600,1.014
552900,1.014
553200,1.01352
553500,1.01047
553800,1.012
554100,1.02737
554400,1.0456
554700,1.03971
555000,1.05781
555300,1.07539
555600,1.07277
555900,1.09001
556200,1.11824
556500,1.11258
556800,1.1507
557100,1.17379
557400,1.17318
557700,1.19854
558000,1.24096
558300,1.2432
558600,1.27049
558900,1.31835
559200,1.31765
559500,1.36957
559800,1.41819
560100,1.4182
560400,1.44428
560700,1.5082
561000,1.51859
561300,1.58745
561600,1.65893
561900,1.64398
562200,1.66768
562500,1.733
562800,1.733
563100,1.77369
563400,1.84861
563700,1.8382
564000,1.86962
564300,1.98958
564600,2.01048
564900,2.05216
565200,2.10553
565500,2.116
565800,2.16259
566100,2.24199
566400,2.23981
566700,2.26606
567000,2.33824
567300,2.347
567600,2.3963
567900,2.47012
568200,2.476
568500,2.50121
568800,2.57839
569100,2.58159
569400,2.60451
569700,2.68775
570000,2.6928
570300,2.71471
570600,2.74901
570900,2.76744
571200,2.76656
571500,2.8305
571800,2.83282
572100,2.85747
572400,2.88401
572700,2.89562
573000,2.90525
573300,2.94906
573600,2.94994
573900,2.95434
574200,2.98356
574500,2.98443
574800,2.98867
575100,3.02102
575400,3.0121
575700,3.02364
576000,3.05666
576300,3.058
576600,3.07727
576900,3.0856
577200,3.08796
577500,3.0982
577800,3.11074
578100,3.13784
578400,3.14639
578700,3.1674
579000,3.1686
579300,3.17086
579600,3.18916
579900,3.20334
580200,3.20425
580500,3.21059
580800,3.215
581100,3.22401
581400,3.24868
581700,3.26429
582000,3.26731
582300,3.27702
582600,3.279
582900,3.27886
583200,3.27807
583500,3.2778
583800,3.27761
584100,3.2804
584400,3.281
584700,3.281
585000,3.28474
585300,3.2913
585600,3.28555
585900,3.30541
586200,3.308
586500,3.31018
586800,3.32844
587100,3.34154
587400,3.34255
587700,3.356
588000,3.356
588300,3.35657
588600,3.36245
588900,3.3682
589200,3.3682
589500,3.37232
589800,3.3828
590100,3.38441
590400,3.3886
590700,3.39495
591000,3.39461
591300,3.40457
591600,3.41021
591900,3.41203
592200,3.42488
592500,3.437
592800,3.437
593100,3.44266
593400,3.44881
593700,3.4478
594000,3.44933
594300,3.45061
594600,3.45174
594900,3.45127
595200,3.4488
595500,3.44939
595800,3.43332
596100,3.4236
596400,3.42121
596700,3.41912
597000,3.40099
597300,3.40072
597600,3.40505
597900,3.41012
598200,3.4102
598500,3.41361
598800,3.43744
599100,3.42981
599400,3.47282
599700,3.516
600000,3.516
600300,3.53589
600600,3.56
600900,3.55598
601200,3.55782
601500,3.565
601800,3.57231
602100,3.5898
602400,3.59561
602700,3.5958
603000,3.61498
603300,3.63321
603600,3.63034
603900,3.6408
604200,3.64006
604500,3.64458
604800,3.65501
605100,3.67462
605400,3.67065
605700,3.69094
606000,3.692
606300,3.70019
606600,3.72676
606900,3.74982
607200,3.76153
607500,3.79542
607800,3.795
608100,3.79894
608400,3.79674
608700,3.79621
609000,3.79427
609300,3.78139
609600,3.778
609900,3.778
610200,3.75043
610500,3.73462
610800,3.74238
611100,3.68869
611400,3.665
611700,3.66259
612000,3.60751
612300,3.58623
612600,3.57438
612900,3.5212
613200,3.48895
613500,3.50162
613800,3.39954
614100,3.33609
614400,3.35434
614700,3.28638
615000,3.208
615300,3.208
615600,3.13588
615900,3.05733
616200,3.07615
616500,2.93808
616800,2.878
617100,2.878
617400,2.82945
617700,2.72458
618000,2.767
618300,2.58568
618600,2.48947
618900,2.49413
619200,2.46967
619500,2.40932
619800,2.36228
620100,2.25112
620400,2.15658
620700,2.13421
621000,2.0753
621300,2.00165
621600,1.99287
621900,1.86827
622200,1.85297
622500,1.84504
622800,1.79617
623100,1.72196
623400,1.7156
623700,1.66765
624000,1.61961
624300,1.60239
624600,1.53931
624900,1.47299
625200,1.48802
625500,1.44437
625800,1.3996
626100,1.39971
626400,1.35332
626700,1.32181
627000,1.32839
627300,1.29648
627600,1.24982
627900,1.24216
628200,1.2316
628500,1.18618
628800,1.18082
629100,1.15917
629400,1.13499
629700,1.1348
630000,1.1271
630300,1.084
630600,1.084
630900,1.07167
631200,1.05523
631500,1.05578
631800,1.04135
632100,1.022
632400,1.022
632700,1.01353
633000,1.00421
633300,1.0042
633600,1.01107
633900,1.015
634200,1.015
634500,1.0138
634800,1.01027
635100,1.01021
635400,1.00219
635700,0.999821
636000,1
636300,1.00307
636600,1.00692
636900,1.0038
637200,1.00608
637500,1.01499
637800,1.019
638100,1.02261
638400,1.03373
638700,1.037
639000,1.039
639300,1.04517
639600,1.047
639900,1.07121
640200,1.105
640500,1.105
640800,1.11395
641100,1.14408
641400,1.152
641700,1.16623
642000,1.219
642300,1.219
642600,1.24449
642900,1.281
643200,1.281
643500,1.31822
643800,1.35636
644100,1.374
644400,1.39589
644700,1.468
645000,1.468
645300,1.48994
645600,1.573
645900,1.573
646200,1.59197
646500,1.64579
646800,1.664
647100,1.66441
647400,1.7393
647700,1.74673
648000,1.75868
648300,1.79703
648600,1.818
648900,1.85624
649200,1.912
649500,1.912
649800,1.92835
650100,1.97815
650400,1.994
650700,2.03585
651000,2.05697
651300,2.098
651600,2.09817
651900,2.17
652200,2.17009
652500,2.20166
652800,2.2237
653100,2.23996
653400,2.24801
653700,2.25604
654000,2.27844
654300,2.28721
654600,2.29324
654900,2.3174
655200,2.33521
655500,2.3458
655800,2.35
656100,2.352
656400,2.38016
656700,2.399
657000,2.40678
657300,2.4116
657600,2.41579
657900,2.418
658200,2.42935
658500,2.437
658800,2.46507
659100,2.484
659400,2.49175
659700,2.497
660000,2.5189
660300,2.52626
660600,2.53995
660900,2.54668
661200,2.54958
661500,2.563
661800,2.56989
662100,2.57527
662400,2.5892
662700,2.611
663000,2.61257
663300,2.615
663600,2.6226
663900,2.63579
664200,2.64389
664500,2.66619
664800,2.66201
665100,2.67067
665400,2.67773
665700,2.698
666000,2.70067
666300,2.712
666600,2.71523
666900,2.7326
667200,2.73977
667500,2.767
667800,2.76719
668100,2.768
668400,2.77024
668700,2.78
669000,2.78504
669300,2.807
669600,2.80681
669900,2.806
670200,2.80674
670500,2.8082
670800,2.80833
671100,2.83252
671400,2.83743
671700,2.857
672000,2.857
672300,2.86781
672600,2.868
672900,2.86898
673200,2.869
673500,2.87385
673800,2.874
674100,2.88477
674400,2.885
674700,2.90134
675000,2.91521
675300,2.95131
675600,2.9532
675900,2.9556
676200,2.95488
676500,2.96699
676800,2.98474
677100,2.99749
677400,3.01119
677700,3.027
678000,3.04137
678300,3.05879
678600,3.07989
678900,3.088
679200,3.10811
679500,3.114
679800,3.11323
680100,3.113
680400,3.13297
680700,3.148
681000,3.16001
681300,3.169
681600,3.16443
681900,3.161
682200,3.17867
682500,3.192
682800,3.19143
683100,3.191
683400,3.1995
683700,3.206
684000,3.23213
684300,3.252
684600,3.26277
684900,3.271
685200,3.28387
685500,3.30383
685800,3.32641
686100,3.358
686400,3.34907
686700,3.342
687000,3.36373
687300,3.402
687600,3.41203
687900,3.43
688200,3.43538
688500,3.445
688800,3.45614
689100,3.476
689400,3.47695
689700,3.482
690000,3.482
690300,3.49585
690600,3.50063
690900,3.525
691200,3.5267
691500,3.55079
691800,3.54437
692100,3.59
692400,3.5914
692700,3.599
693000,3.61032
693300,3.672
693600,3.67799
693900,3.711
694200,3.711
694500,3.71481
694800,3.715
695100,3.75364
695400,3.756
695700,3.74934
696000,3.74246
696300,3.73194
696600,3.73048
696900,3.728
697200,3.70021
697500,3.691
697800,3.65424
698100,3.642
698400,3.59938
698700,3.58789
699000,3.55348
699300,3.546
699600,3.46509
699900,3.438
700200,3.35572
700500,3.288
700800,3.26549
701100,3.247
701400,3.16498
701700,3.14504
702000,3.06463
702300,2.996
702600,2.96813
702900,2.945
703200,2.85181
703500,2.774
703800,2.70646
704100,2.65
704400,2.61216
704700,2.58
705000,2.51914
705300,2.403
705600,2.3659
705900,2.295
706200,2.27455
706500,2.235
706800,2.19434
707100,2.09259
707400,2.05946
707700,1.951
708000,1.93273
708300,1.87454
708600,1.84632
708900,1.772
709200,1.74415
709500,1.69
709800,1.68484
710100,1.652
710400,1.62329
710700,1.54022
711000,1.52456
711300,1.45
711600,1.44544
711900,1.40323
712200,1.39449
712500,1.351
712800,1.34685
713100,1.3158
713400,1.30016
713700,1.265
714000,1.25906
714300,1.22
714600,1.22
714900,1.18181
715200,1.17394
715500,1.14949
715800,1.1478
716100,1.14183
716400,1.1363
716700,1.105
717000,1.10208
717300,1.07862
717600,1.0681
717900,1.04644
718200,1.04798
718500,1.033
718800,1.033
719100,1.01259
719400,1.011
719700,1.00939
720000,1.00306
720300,0.994
720600,0.987191
720900,0.976458
721200,0.965885
721500,0.965
721800,0.957663
722100,0.955343
722400,0.953672
722700,0.953
723000,0.961697
723300,0.969677
723600,0.979661
723900,0.989
724200,0.989523
724500,0.99
724800,1.00463
725100,1.018
725400,1.0274
725700,1.036
726000,1.03922
726300,1.046
726600,1.06813
726900,1.115
727200,1.12719
727500,1.153
727800,1.1571
728100,1.166
728400,1.18807
728700,1.235
729000,1.25061
729300,1.284
729600,1.28731
729900,1.312
730200,1.34667
730500,1.421
730800,1.42945
731100,1.49
731400,1.49693
731700,1.549
732000,1.557
732300,1.617
732600,1.617
732900,1.64358
733200,1.646
733500,1.67621
733800,1.68953
734100,1.77
734400,1.77299
734700,1.796
735000,1.796
735300,1.83161
735600,1.84184
735900,1.895
736200,1.895
736500,1.95164
736800,1.96206
737100,2.002
737400,2.002
737700,2.07768
738000,2.08759
738300,2.108
738600,2.11795
738900,2.122
739200,2.15648
739500,2.1854
739800,2.19084
740100,2.195
740400,2.19957
740700,2.20954
741000,2.22906
741300,2.2476
741600,2.2572
741900,2.276
742200,2.28335
742500,2.3
742800,2.30177
743100,2.31296
743400,2.3304
743700,2.345
744000,2.345
744300,2.35543
744600,2.37453
744900,2.3924
745200,2.40747
745500,2.4112
745800,2.41939
746100,2.435
746400,2.44297
746700,2.45119
747000,2.45817
747300,2.47107
747600,2.47814
747900,2.4812
748200,2.49112
748500,2.498
748800,2.51033
749100,2.522
749400,2.53321
749700,2.5419
750000,2.55691
750300,2.568
750600,2.57157
750900,2.604
751200,2.6032
751500,2.6004
751800,2.61397
752100,2.628
752400,2.63158
752700,2.64
753000,2.64
753300,2.65084
753600,2.66103
753900,2.678
754200,2.6792
754500,2.68982
754800,2.69883
755100,2.712
755400,2.71495
755700,2.743
756000,2.74667
756300,2.759
756600,2.76982
756900,2.791
757200,2.79044
757500,2.785
757800,2.80095
758100,2.81791
758400,2.82895
758700,2.83731
759000,2.8405
759300,2.85619
759600,2.86911
759900,2.881
760200,2.88736
760500,2.89554
760800,2.90825
761100,2.9365
761400,2.9446
761700,2.95012
762000,2.95325
762300,2.98014
762600,2.99256
762900,3.00893
763200,3.02708
763500,3.02873
763800,3.03199
764100,3.033
764400,3.0428
764700,3.05507
765000,3.07404
765300,3.08977
765600,3.11098
765900,3.12
766200,3.12745
766500,3.13429
766800,3.13875
767100,3.144
767400,3.1432
767700,3.14286
768000,3.14974
768300,3.15916
768600,3.17575
768900,3.182
769200,3.18445
769500,3.185
769800,3.19598
770100,3.21141
770400,3.21936
770700,3.24
771000,3.25389
771300,3.26921
771600,3.27626
771900,3.311
772200,3.31308
772500,3.338
772800,3.34039
773100,3.35045
773400,3.35539
773700,3.401
774000,3.40401
774300,3.44
774600,3.4425
774900,3.473
775200,3.473
775500,3.49488
775800,3.49825
776100,3.52
776400,3.52
776700,3.56102
777000,3.57204
777300,3.5934
777600,3.6089
777900,3.61377
778200,3.63047
778500,3.65797
778800,3.66927
779100,3.714
779400,3.71695
779700,3.755
780000,3.75727
780300,3.78458
780600,3.7884
780900,3.80194
781200,3.8115
781500,3.822
781800,3.82254
782100,3.824
782400,3.81646
782700,3.796
783000,3.79867
783300,3.806
783600,3.80361
783900,3.771
784200,3.75761
784500,3.74168
784800,3.73503
785100,3.67621
785400,3.65714
785700,3.63958
786000,3.59073
786300,3.54661
786600,3.49393
786900,3.44539
787200,3.39446
787500,3.36774
787800,3.33891
788100,3.2588
788400,3.21754
788700,3.11475
789000,3.07891
789300,3.01134
789600,2.91362
789900,2.907
790200,2.80697
790500,2.77111
790800,2.67743
791100,2.637
791400,2.52742
791700,2.47802
792000,2.40898
792300,2.33
792600,2.31675
792900,2.279
793200,2.25156
793500,2.13271
793800,2.06787
794100,2.002
794400,1.98913
794700,1.952
795000,1.92125
795300,1.832
795600,1.8053
795900,1.728
796200,1.71624
796500,1.66841
796800,1.64262
797100,1.581
797400,1.56654
797700,1.524
798000,1.50575
798300,1.451
798600,1.44953
798900,1.423
799200,1.4197
799500,1.36
799800,1.35749
800100,1.32858
800400,1.32455
800700,1.286
801000,1.28346
801300,1.236
801600,1.21304
801900,1.2062
802200,1.20981
802500,1.217
802800,1.19868
803100,1.18177
803400,1.17144
803700,1.15635
804000,1.14849
804300,1.1296
804600,1.11079
804900,1.09227
805200,1.08352
805500,1.078
805800,1.0716
806100,1.052
806400,1.04846
806700,1.04578
807000,1.04329
807300,1.041
807600,1.05645
807900,1.071
808200,1.06822
808500,1.07
808800,1.06656
809100,1.056
809400,1.05527
809700,1.053
810000,1.05421
810300,1.058
810600,1.06123
810900,1.0704
811200,1.07516
811500,1.091
811800,1.09194
812100,1.114
812400,1.11472
812700,1.133
813000,1.13496
813300,1.185
813600,1.19371
813900,1.222
814200,1.22357
814500,1.25559
814800,1.25805
815100,1.335
815400,1.33689
815700,1.389
816000,1.38998
816300,1.42287
816600,1.47412
816900,1.50931
817200,1.53124
817500,1.60262
817800,1.61153
818100,1.65575
818400,1.678
818700,1.71049
819000,1.75127
819300,1.78696
819600,1.80194
819900,1.815
820200,1.87114
820500,1.9148
820800,1.95146
821100,1.98509
821400,2.00854
821700,2.016
822000,2.05251
822300,2.06441
822600,2.08806
822900,2.09398
823200,2.12025
823500,2.14142
823800,2.17072
824100,2.19431
824400,2.2156
824700,2.265
825000,2.27481
825300,2.288
825600,2.30165
825900,2.32
826200,2.32541
826500,2.344
826800,2.34826
827100,2.36336
827400,2.38097
827700,2.398
828000,2.40522
828300,2.415
828600,2.41695
828900,2.4272
829200,2.43211
829500,2.446
829800,2.448
830100,2.455
830400,2.4556
830700,2.4806
831000,2.48179
831300,2.5
831600,2.5
831900,2.51145
832200,2.51427
832500,2.5312
832800,2.53525
833100,2.571
833400,2.57034
833700,2.537
834000,2.53748
834300,2.55186
834600,2.56553
834900,2.58009
835200,2.58324
835500,2.59237
835800,2.6067
836100,2.618
836400,2.61935
836700,2.63175
837000,2.64364
837300,2.65982
837600,2.6735
837900,2.69491
838200,2.70267
838500,2.71967
838800,2.72899
839100,2.74272
839400,2.75005
839700,2.752
840000,2.76739
840300,2.771
840600,2.78686
840900,2.80112
841200,2.78276
841500,2.78
841800,2.79236
842100,2.80225
842400,2.81031
842700,2.818
843000,2.82226
843300,2.825
843600,2.83247
843900,2.83504
844200,2.8378
844500,2.838
844800,2.84246
845100,2.849
845400,2.8561
845700,2.8666
846000,2.87072
846300,2.885
846600,2.88904
846900,2.8998
847200,2.91357
847500,2.93234
847800,2.93413
848100,2.969
848400,2.9694
848700,2.97196
849000,2.97959
849300,2.99795
849600,3.00586
849900,3.037
850200,3.037
850500,3.0472
850800,3.05919
851100,3.074
851400,3.08117
851700,3.092
852000,3.09359
852300,3.096
852600,3.10073
852900,3.12
853200,3.13154
853500,3.149
853800,3.15099
854100,3.1548
854400,3.15657
854700,3.161
855000,3.161
855300,3.17494
855600,3.17735
855900,3.187
856200,3.18953
856500,3.2
856800,3.2
857100,3.21279
857400,3.22011
857700,3.231
858000,3.25829
858300,3.28968
858600,3.30339
858900,3.31666
859200,3.32993
859500,3.36357
859800,3.38346
860100,3.43281
860400,3.4318
860700,3.47
861000,3.48202
861300,3.501
861600,3.53741
861900,3.563
862200,3.56752
862500,3.587
862800,3.59438
863100,3.60659
863400,3.61625
863700,3.65433
864000,3.67075
864300,3.739
864600,3.75083
864900,3.803
865200,3.803
865500,3.83154
865800,3.832
866100,3.82315
866400,3.82884
866700,3.83467
867000,3.84435
867300,3.885
867600,3.885
867900,3.9055
868200,3.91539
868500,3.918
868800,3.87027
869100,3.83419
869400,3.82221
869700,3.79321
870000,3.77878
870300,3.7602
870600,3.72813
870900,3.70415
871200,3.66697
871500,3.61242
871800,3.58903
872100,3.56032
872400,3.559
872700,3.48535
873000,3.42214
873300,3.35
873600,3.34198
873900,3.30282
874200,3.24728
874500,3.19922
874800,3.08677
875100,3.04883
875400,2.96746
875700,2.935
876000,2.83766
876300,2.717
876600,2.70231
876900,2.66759
877200,2.63595
877500,2.56189
877800,2.53238
878100,2.47399
878400,2.42462
878700,2.301
879000,2.28698
879300,2.18532
879600,2.12041
879900,2.08576
880200,2.04514
880500,1.947
880800,1.92718
881100,1.87316
881400,1.8514
881700,1.834
882000,1.834
882300,1.70901
882600,1.68655
882900,1.64962
883200,1.61465
883500,1.539
883800,1.50882
884100,1.456
884400,1.456
884700,1.42618
885000,1.41462
885300,1.361
885600,1.34232
885900,1.311
886200,1.311
886500,1.26294
886800,1.25586
887100,1.229
887400,1.22243
887700,1.188
888000,1.18224
888300,1.172
888600,1.17124
888900,1.171
889200,1.16023
889500,1.12556
889800,1.11761
890100,1.09618
890400,1.09615
890700,1.08842
891000,1.08028
891300,1.05574
891600,1.03701
891900,1.022
892200,1.02841
892500,1.03411
892800,1.0209
893100,1.008
893400,1.01014
893700,1.014
894000,1.01435
894300,1.015
894600,1.015
894900,1.0274
895200,1.0282
895500,1.03338
895800,1.04707
896100,1.06081
896400,1.06501
896700,1.06865
897000,1.07326
897300,1.06763
897600,1.06389
897900,1.06325
898200,1.07025
898500,1.082
898800,1.08711
899100,1.1096
899400,1.12013
899700,1.15959
900000,1.17152
900300,1.194
900600,1.20062
900900,1.213
901200,1.24252
901500,1.27501
901800,1.29003
902100,1.343
902400,1.34841
902700,1.38015
903000,1.39821
903300,1.488
903600,1.51144
903900,1.556
904200,1.56824
904500,1.592
904800,1.60583
905100,1.691
905400,1.71069
905700,1.749
906000,1.749
906300,1.77527
906600,1.78992
906900,1.871
907200,1.87929
907500,1.92
907800,1.92493
908100,1.956
908400,1.96394
908700,2.014
909000,2.02158
909300,2.04062
909600,2.0627
909900,2.09761
910200,2.10818
910500,2.15798
910800,2.19361
911100,2.21787
911400,2.22768
911700,2.2434
912000,2.2554
912300,2.27
912600,2.30225
912900,2.31714
913200,2.32863
913500,2.335
913800,2.35028
914100,2.381
914400,2.387
914700,2.392
915000,2.39431
915300,2.399
915600,2.39887
915900,2.3984
916200,2.40477
916500,2.418
916800,2.41998
917100,2.42611
917400,2.43107
917700,2.452
918000,2.45541
918300,2.477
918600,2.47307
918900,2.465
919200,2.465
919500,2.46222
919800,2.46767
920100,2.507
920400,2.507
920700,2.52315
921000,2.5232
921300,2.52878
921600,2.529
921900,2.54905
922200,2.551
922500,2.57048
922800,2.57061
923100,2.60546
923400,2.609
923700,2.63854
924000,2.641
924300,2.65124
924600,2.65151
924900,2.66214
925200,2.67515
925500,2.681
925800,2.681
926100,2.681
926400,2.681
926700,2.681
927000,2.681
927300,2.681
927600,2.681
927900,2.742
928200,2.742
928500,2.742
928800,2.74658
929100,2.75
929400,2.75361
929700,2.76
930000,2.77123
930300,2.79
930600,2.80115
930900,2.82
931200,2.82485
931500,2.833
931800,2.8408
932100,2.854
932400,2.85331
932700,2.85
933000,2.85069
933300,2.854
933600,2.85845
933900,2.88637
934200,2.89074
934500,2.924
934800,2.924
935100,2.94537
935400,2.946
935700,2.95862
936000,2.959
936300,2.98904
936600,2.99
936900,3.01229
937200,3.013
937500,3.03527
937800,3.036
938100,3.05646
938400,3.057
938700,3.08738
939000,3.0882
939300,3.10056
939600,3.101
939900,3.11296
940200,3.11094
940500,3.11495
940800,3.12399
941100,3.14334
941400,3.154
941700,3.158
942000,3.17563
942300,3.181
942600,3.18636
942900,3.188
943200,3.18465
943500,3.18464
943800,3.19916
944100,3.209
944400,3.22142
944700,3.231
945000,3.25693
945300,3.265
945600,3.26556
945900,3.266
946200,3.26994
946500,3.273
946800,3.30401
947100,3.328
947400,3.34151
947700,3.352
948000,3.38829
948300,3.452
948600,3.46319
948900,3.483
949200,3.4913
949500,3.506
949800,3.52008
950100,3.545
950400,3.55366
950700,3.569
951000,3.58584
951300,3.5988
951600,3.60901
951900,3.60901
952200,3.6134
952500,3.63477
952800,3.64239
953100,3.68091
953400,3.69082
953700,3.68462
954000,3.68941
954300,3.67597
954600,3.70914
954900,3.72
955200,3.67824
955500,3.69577
955800,3.68421
956100,3.68152
956400,3.66869
956700,3.64844
957000,3.64638
957300,3.63421
957600,3.60142
957900,3.59864
958200,3.61742
958500,3.55225
958800,3.55383
959100,3.53785
959400,3.50942
959700,3.50335
960000,3.4278
960300,3.36257
960600,3.34076
960900,3.34849
961200,3.22618
961500,3.16979
961800,3.10097
962100,2.92249
962400,2.99137
962700,2.89251
963000,2.78346
963300,2.80422
963600,2.79829
963900,2.66783
964200,2.6683
964500,2.64337
964800,2.38327
965100,2.41172
965400,2.34824
965700,2.27314
966000,2.16452
966300,2.12942
966600,2.13725
966900,2.11976
967200,2.04859
967500,1.90553
967800,1.88264
968100,1.85079
968400,1.82478
968700,1.7877
969000,1.77214
969300,1.63422
969600,1.62661
969900,1.59361
970200,1.60639
970500,1.59661
970800,1.58079
971100,1.568
971400,1.568
971700,1.568
972000,1.568
972300,1.568
972600,1.48463
972900,1.303
973200,1.29638
973500,1.284
973800,1.27825
974100,1.245
974400,1.23985
974700,1.21
975000,1.20166
975300,1.186
975600,1.1713
975900,1.1432
976200,1.13626
976500,1.11679
976800,1.11081
977100,1.08058
977400,1.07311
977700,1.062
978000,1.05818
978300,1.036
978600,1.03585
978900,1.035
979200,1.035
979500,1.03027
979800,1.02827
980100,1.025
980400,1.0168
980700,1.0124
981000,1.00815
981300,1.0048
981600,1.00291
981900,0.997664
982200,1.00818
982500,1.02
982800,1.02622
983100,1.038
983400,1.03872
983700,1.03733
984000,1.04666
984300,1.058
984600,1.0612
984900,1.07311
985200,1.07661
985500,1.08628
985800,1.09506
986100,1.143
986400,1.15034
986700,1.194
987000,1.19914
987300,1.22659
987600,1.22066
987900,1.28061
988200,1.30511
988500,1.3349
988800,1.37008
989100,1.39503
989400,1.42678
989700,1.453
990000,1.50481
990300,1.566
990600,1.57486
990900,1.592
991200,1.61379
991500,1.66841
991800,1.67705
992100,1.73
992400,1.7358
992700,1.76329
993000,1.79708
993300,1.83695
993600,1.84561
993900,1.88
994200,1.88
994500,1.9048
994800,1.90806
995100,1.97988
995400,2.0062
995700,2.0272
996000,2.04973
996300,2.072
996600,2.11669
996900,2.1596
997200,2.19262
997500,2.216
997800,2.21939
998100,2.226
998400,2.23883
998700,2.25326
999000,2.27381
999300,2.292
999600,2.29572
999900,2.303
1000200,2.31718
1000500,2.345
1000800,2.35003
1001100,2.36
1001400,2.3678
1001700,2.38403
1002000,2.39366
1002300,2.417
1002600,2.42101
1002900,2.429
1003200,2.42867
1003500,2.428
1003800,2.43401
1004100,2.446
1004400,2.4464
1004700,2.449
1005000,2.449
1005300,2.45552
1005600,2.46733
1005900,2.49
1006200,2.49261
1006500,2.50212
1006800,2.506
1007100,2.51699
1007400,2.51943
1007700,2.52313
1008000,2.51921
1008300,2.519
1008600,2.52233
1008900,2.529
1009200,2.5476
1009500,2.5773
1009800,2.60368
1010100,2.626
1010400,2.626
1010700,2.64925
1011000,2.64581
1011300,2.67242
1011600,2.67996
1011900,2.692
1012200,2.70027
1012500,2.7194
1012800,2.72658
1013100,2.74974
1013400,2.75901
1013700,2.76994
1014000,2.77256
1014300,2.7764
1014600,2.78921
1014900,2.79666
1015200,2.80442
1015500,2.81356
1015800,2.82466
1016100,2.826
1016400,2.82995
1016700,2.83702
1017000,2.84416
1017300,2.85088
1017600,2.85563
1017900,2.86
1018200,2.86994
1018500,2.87873
1018800,2.88515
1019100,2.891
1019400,2.89206
1019700,2.893
1020000,2.89761
1020300,2.91384
1020600,2.93278
1020900,2.954
1021200,2.957
1021500,2.97009
1021800,2.9798
1022100,2.98903
1022400,2.9979
1022700,3.00656
1023000,3.01099
1023300,3.02188
1023600,3.02955
1023900,3.043
1024200,3.04496
1024500,3.049
1024800,3.05076
1025100,3.063
1025400,3.07549
1025700,3.08007
1026000,3.09179
1026300,3.1138
1026600,3.11431
1026900,3.1207
1027200,3.12775
1027500,3.13412
1027800,3.12537
1028100,3.123
1028400,3.12458
1028700,3.126
1029000,3.12701
1029300,3.13201
1029600,3.14111
1029900,3.162
1030200,3.16225
1030500,3.16335
1030800,3.162
1031100,3.18045
1031400,3.19514
1031700,3.20498
1032000,3.2086
1032300,3.21993
1032600,3.2406
1032900,3.26621
1033200,3.28261
1033500,3.29952
1033800,3.3036
1034100,3.31378
1034400,3.31862
1034700,3.33
1035000,3.33905
1035300,3.37143
1035600,3.375
1035900,3.40716
1036200,3.40767
1036500,3.429
1036800,3.4351
1037100,3.45062
1037400,3.4543
1037700,3.45771
1038000,3.46592
1038300,3.47041
1038600,3.47769
1038900,3.4962
1039200,3.52247
1039500,3.56
1039800,3.56863
1040100,3.5878
1040400,3.59341
1040700,3.60564
1041000,3.63264
1041300,3.63682
1041600,3.63318
1041900,3.64634
1042200,3.65186
1042500,3.677
1042800,3.68334
1043100,3.6837
1043400,3.655
1043700,3.60096
1044000,3.59223
1044300,3.563
1044600,3.55039
1044900,3.523
1045200,3.46168
1045500,3.329
1045800,3.31165
1046100,3.289
1046400,3.26349
1046700,3.22441
1047000,3.21008
1047300,3.18741
1047600,3.13969
1047900,3.062
1048200,3.04822
1048500,3.018
1048800,2.97005
1049100,2.865
1049400,2.81677
1049700,2.711
1050000,2.70242
1050300,2.61439
1050600,2.60937
1050900,2.50197
1051200,2.494
1051500,2.42833
1051800,2.40917
1052100,2.33254
1052400,2.31063
1052700,2.214
1053000,2.19305
1053300,2.11836
1053600,2.09
1053900,2.04164
1054200,1.99816
1054500,1.9518
1054800,1.93195
1055100,1.87478
1055400,1.83694
1055700,1.801
1056000,1.77279
1056300,1.69748
1056600,1.65421
1056900,1.617
1057200,1.60399
1057500,1.56508
1057800,1.55672
1058100,1.52533
1058400,1.50465
1058700,1.444
1059000,1.444
1059300,1.41638
1059600,1.38343
1059900,1.359
1060200,1.34819
1060500,1.324
1060800,1.31668
1061100,1.3
1061400,1.29185
1061700,1.27284
1062000,1.25806
1062300,1.23841
1062600,1.22709
1062900,1.20381
1063200,1.1924
1063500,1.176
1063800,1.16181
1064100,1.148
1064400,1.1434
1064700,1.133
1065000,1.12718
1065300,1.114
1065600,1.10573
1065900,1.087
1066200,1.08562
1066500,1.07039
1066800,1.06615
1067100,1.055
1067400,1.05355
1067700,1.041
1068000,1.04029
1068300,1.034
1068600,1.03642
1068900,1.042
1069200,1.04119
1069500,1.034
1069800,1.03732
1070100,1.0443
1070400,1.04664
1070700,1.066
1071000,1.06529
1071300,1.059
1071600,1.0593
1071900,1.06501
1072200,1.06454
1072500,1.096
1072800,1.096
1073100,1.096
1073400,1.096
1073700,1.11761
1074000,1.12
1074300,1.15241
1074600,1.16891
1074900,1.1835
1075200,1.21079
